x;y;pressure;z;time;velocityx;velocityy;accelx;accely
253;422;10352;0;0;0;0;0;0
253;422;11653;0;5,625;0;0;0;0
253;422;11677;0;15,203125;0;0;0;0
253;422;11769;0;15,921875;0;0;0;0
253;422;11949;0;21,359375;0;0;0;0
253;422;12229;0;30,65625;0;0;0;0
253;422;12833;0;31,78125;0;0;0;0
253;422;13533;0;37,859375;0;0;0;0
253;422;14205;0;47,1875;0;0;0;0
253;422;14421;0;48,28125;0;0;0;0
250;425;14549;0;53,71875;-0,55172414;0,55172414;-0,10146651;0,10146651
248;425;14725;0;54,953125;-1,6202532;0;-0,86564386;-0,44696638
246;426;14889;0;63,6875;-0,22898032;0,11449016;0,15928707;0,013107996
244;426;15029;0;64,5625;-2,2857144;0;-2,3505533;-0,13084589
240;427;15029;0;70;-0,7356322;0,18390805;0,2850726;0,033822168
236;427;14965;0;76,125;-0,6530612;0;0,013480974;-0,030025803
230;426;14789;0;83,59375;-0,8033473;-0,13389121;-0,020121986;-0,017926857
223;425;14561;0;84,359375;-9,142858;-1,3061224;-10,892421;-1,5310775
215;423;14345;0;89,859375;-1,4545455;-0,36363637;1,397875;0,1713611
205;419;14145;0;97,65625;-1,2825651;-0,51302606;0,022057604;-0,0191602
194;414;13953;0;103,484375;-1,8873994;-0,85790884;-0,10377854;-0,0591756
182;408;13953;0;104,296875;-14,769231;-7,3846154;-15,854562;-8,032869
169;401;13941;0;111,375;-1,8366446;-0,9889625;1,8271204;0,90358007
155;394;14041;0;117,46875;-2,297436;-1,148718;-0,075617045;-0,02621629
140;387;14941;0;123,5;-2,4870467;-1,1606218;-0,031438045;-0,001973681
126;379;15229;0;124,484375;-14,222222;-8,126985;-11,921449;-7,07694
112;372;15545;0;130,42188;-2,3578947;-1,1789473;1,9982026;1,1701957
99;365;16237;0;137,51562;-1,8325992;-0,98678416;0,074050464;0,027089082
87;357;17173;0;146;-1,4143647;-0,9429098;0,04929467;0,005171198
76;350;17745;0;147,07812;-10,202899;-6,4927535;-8,151684;-5,147681
66;342;18201;0;152,54688;-1,8285714;-1,4628571;1,5313057;0,9197525
57;335;18401;0;159,375;-1,3180778;-1,0251716;0,07476337;0,06410039
50;329;18457;0;160,45312;-6,4927535;-5,5652175;-4,7996993;-4,2110567
44;323;18457;0;167,35938;-0,8687783;-0,8687783;0,81433123;0,6800274
40;317;18449;0;173,14062;-0,6918919;-1,0378379;0,030596564;-0,029242737
37;312;18389;0;173,9375;-3,764706;-6,27451;-3,8560803;-6,57151
35;308;18229;0;181,15625;-0,27705628;-0,55411255;0,4831376;0,792436
35;304;18081;0;186,76562;0;-0,7130919;0,04939165;-0,028341724
37;300;17857;0;192,82812;0,3298969;-0,6597938;0,054415982;0,008791442
40;296;17509;0;201,5625;0,34347048;-0,45796064;0,0015540421;0,02310791
45;292;17185;0;202,29688;6,808511;-5,4468083;8,803459;-6,7933245
52;288;17061;0;208,34375;1,1576227;-0,6614987;-0,93451375;0,7913691
61;284;17049;0;215,8125;1,2050209;-0,53556484;0,006346204;0,01686144
72;280;17045;0;216,67188;12,8;-4,6545453;13,492339;-4,7929955
84;277;17045;0;222,34375;2,1157024;-0,5289256;-1,8837329;0,727382
98;274;17057;0;230,21875;1,7777778;-0,3809524;-0,04291106;0,018790249
112;271;17057;0;231,09375;16;-3,4285715;16,25397;-3,4829934
128;268;17009;0;236,28125;3,0843372;-0,57831323;-2,4897664;0,5494474
145;266;16941;0;243,25;2,439462;-0,28699553;-0,092538156;0,04180344
162;264;16933;0;244,59375;12,651163;-1,4883721;7,599406;-0,8940477
179;261;16817;0;251,04688;2,6343825;-0,46489105;-1,5522373;0,15860239
196;259;16681;0;256,96875;2,8707125;-0,33773088;0,039907973;0,021472957
212;255;16617;0;264,79688;2,0439122;-0,51097804;-0,10561921;-0,022131374
228;252;16565;0;265,82812;15,515152;-2,909091;13,063021;-2,325443
244;247;16565;0;271,8125;2,6736293;-0,8355091;-2,1458418;0,34649932
258;242;16569;0;279,64062;1,7884232;-0,63872254;-0,11308022;0,025138406
271;235;16669;0;280,71875;12,057971;-6,4927535;9,525377;-5,429826
282;228;16669;0;286,32812;1,9610028;-1,2479109;-1,8000165;0,9350137
292;221;16805;0;292,76562;1,553398;-1,0873786;-0,063317254;0,024937047
301;213;16893;0;299,95312;1,2521739;-1,1130434;-0,04190944;-0,0035707557
308;204;16981;0;300,875;7,59322;-9,762712;6,878423;-9,38269
313;196;17165;0;307,3125;0,776699;-1,2427185;-1,0588771;1,3234941
316;187;17353;0;315,6875;0,35820895;-1,0746269;-0,04996896;0,020070631
317;177;17613;0;316,79688;0,90140843;-9,014085;0,4896446;-7,1566944
317;168;17937;0;323,21875;0;-1,4014598;-0,1403653;1,185421
315;158;18341;0;324,25;-1,939394;-9,69697;-1,8806245;-8,044131
311;149;18749;0;332,9375;-0,46043167;-1,0359712;0,17024027;0,99694955
306;139;19205;0;334,09375;-4,324324;-8,648648;-3,341745;-6,583937
298;129;19549;0;350,59375;-0,4848485;-0,6060606;0,23269549;0,48742953
288;118;19781;0;351,875;-7,804878;-8,585366;-5,713194;-6,227751
276;107;20001;0;352,96875;-10,971429;-10,057143;-2,895132;-1,3456247
261;96;20037;0;353,98438;-14,769231;-10,83077;-3,7393742;-0,7617244
245;85;20037;0;360,53125;-2,4439142;-1,6801909;1,8826259;1,3977017
226;74;19941;0;367,82812;-2,6038544;-1,5074947;-0,021919005;0,02366715
207;65;19657;0;368,60938;-24,32;-11,52;-27,796665;-12,816007
186;55;19265;0;375,875;-2,8903227;-1,3763441;2,9494607;1,3961161
164;47;18885;0;382,20312;-3,4765432;-1,2641976;-0,092637315;0,017721916
143;40;18565;0;388,65625;-3,2542372;-1,0847458;0,034449358;0,027808515
120;33;18057;0;389,375;-32;-9,73913;-39,994102;-12,040883
99;28;17513;0;396,17188;-3,0896552;-0,7356322;4,253476;1,3246526
79;22;17093;0;402,14062;-3,3507853;-1,0052356;-0,043749545;-0,045169152
61;18;16329;0;408,51562;-2,8235295;-0,627451;0,08270679;0,05926032
45;13;15925;0;409,29688;-20,48;-6,4;-22,60028;-7,388863
31;9;15925;0;416,85938;-1,8512397;-0,5289256;2,4633071;0,7763404
19;6;16265;0;417,84375;-12,190476;-3,047619;-10,503352;-2,5586727
11;3;16837;0;423,78125;-1,3473685;-0,50526315;1,8262076;0,42818627
5;2;17161;0;435,07812;-0,53112036;-0,08852006;0,07225433;0,036890123
1;1;17385;0;435,90625;-4,8301888;-1,2075472;-5,191328;-1,3512781
0;0;17781;0;443,07812;-0,13943355;-0,13943355;0,6540487;0,14893088
0;0;18105;0;443,9375;0;0;0,16224995;0,16224995
1;1;18105;0;449,71875;0,17297298;0,17297298;0,02991965;0,02991965
