x;y;pressure;z;time;velocityx;velocityy;accelx;accely
25;371;2712;0;0;0;0;0;0
25;371;3784;0;6,0625;0;0;0;0
25;371;4396;0;11,625;0;0;0;0
25;371;4772;0;17,1875;0;0;0;0
25;371;5240;0;22,4375;0;0;0;0
25;371;5932;0;28,75;0;0;0;0
25;371;6672;0;34,3125;0;0;0;0
25;371;7428;0;39,4375;0;0;0;0
25;371;8128;0;40,125;0;0;0;0
25;371;8740;0;45,75;0;0;0;0
26;371;9216;0;51,25;0,18181819;0;0,033057854;0
26;371;9632;0;56,375;0;0;-0,035476718;0
26;371;10084;0;62,125;0;0;0;0
26;371;10628;0;67,6875;0;0;0;0
26;371;11105;0;73,0625;0;0;0;0
26;371;11569;0;78,625;0;0;0;0
26;371;12029;0;84,9375;0;0;0;0
26;371;12465;0;85,6875;0;0;0;0
26;371;12849;0;90,625;0;0;0;0
26;371;13181;0;96,1875;0;0;0;0
26;371;13461;0;101,5625;0;0;0;0
26;371;13665;0;106,75;0;0;0;0
26;371;13805;0;112,25;0;0;0;0
26;371;13933;0;117,625;0;0;0;0
26;371;14045;0;122,75;0;0;0;0
26;371;14149;0;128,3125;0;0;0;0
26;371;14249;0;134;0;0;0;0
26;371;14337;0;139,25;0;0;0;0
26;371;14425;0;139,875;0;0;0;0
26;371;14513;0;145,875;0;0;0;0
26;371;14605;0;151,4375;0;0;0;0
26;371;14717;0;156,625;0;0;0;0
26;371;14817;0;162;0;0;0;0
26;371;14933;0;167,5;0;0;0;0
26;371;15021;0;172,625;0;0;0;0
26;371;15081;0;178,25;0;0;0;0
26;371;15221;0;183,6875;0;0;0;0
26;371;15321;0;189,375;0;0;0;0
26;371;15397;0;190,1875;0;0;0;0
26;371;15461;0;195,875;0;0;0;0
26;371;15513;0;201,1875;0;0;0;0
26;371;15561;0;206,4375;0;0;0;0
26;371;15637;0;211,6875;0;0;0;0
26;371;15713;0;216,9375;0;0;0;0
26;371;15789;0;222,5;0;0;0;0
26;371;15849;0;227,875;0;0;0;0
26;371;15913;0;233,9375;0;0;0;0
26;371;15965;0;234,6875;0;0;0;0
26;371;16037;0;240,0625;0;0;0;0
26;371;16089;0;245,375;0;0;0;0
26;371;16153;0;250,8125;0;0;0;0
26;371;16229;0;256,375;0;0;0;0
26;371;16293;0;261,6875;0;0;0;0
26;371;16345;0;267,3125;0;0;0;0
26;371;16357;0;272,8125;0;0;0;0
26;371;16417;0;273,75;0;0;0;0
26;371;16429;0;280,125;0;0;0;0
26;371;16481;0;285,8125;0;0;0;0
26;371;16493;0;291,1875;0;0;0;0
26;371;16501;0;296,6875;0;0;0;0
26;371;16509;0;302;0;0;0;0
26;371;16513;0;307,1875;0;0;0;0
26;371;16517;0;312,375;0;0;0;0
26;371;16521;0;317,625;0;0;0;0
26;371;16525;0;322,875;0;0;0;0
26;371;16529;0;328;0;0;0;0
26;371;16529;0;333,3125;0;0;0;0
26;371;16529;0;338,6875;0;0;0;0
26;371;16533;0;343,9375;0;0;0;0
26;371;16533;0;349,0625;0;0;0;0
26;371;16537;0;349,9375;0;0;0;0
26;371;16541;0;356,0625;0;0;0;0
26;371;16549;0;361,0625;0;0;0;0
26;371;16557;0;366,125;0;0;0;0
26;371;16569;0;371,5625;0;0;0;0
26;371;16581;0;376,625;0;0;0;0
26;371;16629;0;381,875;0;0;0;0
26;371;16641;0;387,6875;0;0;0;0
26;371;16693;0;393;0;0;0;0
26;371;16741;0;398,1875;0;0;0;0
26;371;16753;0;404;0;0;0;0
26;371;16805;0;404,625;0;0;0;0
26;371;16813;0;409,9375;0;0;0;0
26;371;16821;0;415,375;0;0;0;0
26;371;16821;0;420,9375;0;0;0;0
26;371;16821;0;426,5625;0;0;0;0
26;371;16809;0;432,375;0;0;0;0
26;371;16745;0;438,125;0;0;0;0
26;371;16685;0;444;0;0;0;0
26;371;16621;0;444,75;0;0;0;0
26;370;16573;0;450,8125;0;-0,16494845;0;-0,027207991
26;370;16573;0;456,75;0;0;0;0,027780792
25;370;16621;0;462,5;-0,17391305;0;-0,030245747;0
25;369;16785;0;468,625;0;-0,1632653;0,028393967;-0,02665556
25;369;16833;0;474,6875;0;0;0;0,02693036
25;368;16845;0;475,5;0;-1,2307693;0;-1,5147929
25;366;16857;0;481,125;0;-0,35555556;0;0,15559356
25;365;17069;0;487,4375;0;-0,15841584;0;0,031230055
25;363;17257;0;493,4375;0;-0,33333334;0;-0,029152917
25;361;17445;0;494,125;0;-2,909091;0;-3,7465568
25;360;17581;0;501;0;-0,14545454;0;0,40198347
25;358;17693;0;507,5;0;-0,30769232;0;-0,024959657
25;355;17777;0;514,1875;0;-0,44859812;0;-0,021070026
25;353;17889;0;515;0;-2,4615386;0;-2,4774652
25;350;18001;0;521,0625;0;-0,49484536;0;0,324403
25;347;18113;0;527,375;0;-0,47524753;0;0,0031046064
25;344;18213;0;533,6875;0;-0,47524753;0;0
25;340;18333;0;534,5;0;-4,923077;0;-5,4742517
25;336;18445;0;540,375;0;-0,68085104;0;0,72208107
25;332;18645;0;546,1875;0;-0,68817204;0;-0,0012595269
25;328;18777;0;552,5625;0;-0,627451;0;0,009524869
24;324;18925;0;558,1875;-0,17777778;-0,7111111;-0,03160494;-0,014872911
24;319;19109;0;563,8125;0;-0,8888889;0,03160494;-0,03160494
24;315;19321;0;564,5625;0;-5,3333335;0;-5,925926
24;311;19505;0;570,375;0;-0,68817204;0;0,7991676
24;306;19713;0;575,5625;0;-0,96385545;0;-0,053143788
24;301;19809;0;580,8125;0;-0,95238096;0;0,002185617
24;296;19897;0;586,3125;0;-0,90909094;0;0,007870913
25;291;20005;0;591,75;0,18390805;-0,9195402;0,033822168;-0,0019217086
25;286;20141;0;597,0625;0;-0,9411765;-0,034617987;-0,0040727053
25;281;20285;0;602,625;0;-0,8988764;0;0,0076045026
25;277;20397;0;608;0;-0,74418604;0;0,028779607
25;273;20553;0;613,1875;0;-0,7710843;0;-0,005185208
26;268;20849;0;614,125;1,0666667;-5,3333335;1,1377778;-4,8663993
26;264;20933;0;619,9375;0;-0,68817204;-0,18351255;0,7991676
27;259;20937;0;625,125;0,19277108;-0,96385545;0,03716069;-0,053143788
28;254;20945;0;630,1875;0,19753087;-0,9876543;0,0009402051;-0,004701014
28;248;20993;0;636,125;0;-1,0105263;-0,033268355;-0,0038521215
29;242;21077;0;641,5625;0,18390805;-1,1034483;0,033822168;-0,017089099
30;236;21153;0;646,75;0,19277108;-1,1566265;0,0017085363;-0,0102512175
30;230;21225;0;652,375;0;-1,0666667;-0,034270413;0,015992843
31;223;21297;0;657,5625;0,19277108;-1,3493975;0,03716069;-0,054502327
32;217;21369;0;662,5;0,20253165;-1,2151898;0,001976825;0,02718131
33;210;21433;0;668,25;0,17391305;-1,2173913;-0,0049771485;-0,00038285877
33;204;21493;0;673,4375;0;-1,1566265;-0,033525407;0,011713695
34;197;21553;0;674,125;1,4545455;-10,181818;2,1157026;-13,127551
34;190;21561;0;679,9375;0;-1,2043011;-0,25024438;1,5445191
35;183;21573;0;686,0625;0,1632653;-1,1428572;0,02665556;0,010031661
36;176;21669;0;691,125;0,19753087;-1,3827161;0,006768506;-0,047379527
36;170;21757;0;696,25;0;-1,1707317;-0,03854261;0,041362807
36;163;21841;0;702,125;0;-1,1914893;0;-0,0035332213
37;157;22010;0;707,3125;0,19277108;-1,1566265;0,03716069;0,0067205545
37;150;22158;0;712,4375;0;-1,3658537;-0,03761387;-0,04082482
37;144;22338;0;718,25;0;-1,032258;0;0,0573928
38;137;22462;0;723,875;0,17777778;-1,2444445;0,03160494;-0,037722036
38;130;22558;0;724,75;0;-8;-0,2031746;-7,720635
38;124;22726;0;729,875;0;-1,1707317;0;1,3325402
38;117;22822;0;735,3125;0;-1,2873564;0;-0,021448223
38;110;22870;0;740,5;0;-1,3493975;0;-0,011959743
38;104;22922;0;745,5;0;-1,2;0;0,0298795
38;97;22994;0;751;0;-1,2727273;0;-0,013223127
38;91;23102;0;756,25;0;-1,1428572;0;0,024737153
38;85;23162;0;761,25;0;-1,2;0;-0,01142857
38;78;23162;0;767,25;0;-1,1666666;0;0,00555557
38;73;23222;0;772,625;0;-0,9302326;0;0,04398773
38;67;23318;0;777,8125;0;-1,1566265;0;-0,043642193
