x;y;pressure;z;time;velocityx;velocityy;accelx;accely
7;137;12345;0;0;0;0;0;0
7;137;14129;0;9,109375;0;0;0;0
7;137;14129;0;10,5625;0;0;0;0
7;137;13749;0;19,75;0;0;0;0
7;137;12485;0;21,125;0;0;0;0
7;137;11885;0;31,1875;0;0;0;0
7;137;11693;0;32,765625;0;0;0;0
12;132;11693;0;33,96875;4,155844;-4,155844;3,4542081;-3,4542081
14;129;11933;0;42,484375;0,23486239;-0,35229358;-0,46044558;0,4466555
16;125;12345;0;43,828125;1,4883721;-2,9767442;0,93284446;-1,9530796
18;121;12729;0;53,078125;0,21621622;-0,43243244;-0,13753037;0,27506074
19;116;12973;0;54,734375;0,6037736;-3,018868;0,23399691;-1,5616214
21;110;13213;0;63,84375;0,21955404;-0,6586621;-0,042178478;0,25909635
22;104;13417;0;65,515625;0,5981308;-3,588785;0,22643845;-1,7525969
23;98;13709;0;74,28125;0,11408199;-0,684492;-0,05522126;0,33132756
24;92;13929;0;75,96875;0,5925926;-3,5555556;0,28356186;-1,7013711
25;86;14041;0;85,390625;0,10613599;-0,6368159;-0,051630553;0,30978334
25;80;14045;0;86,75;0;-4,413793;-0,07807705;-2,778466
24;74;14045;0;96,4375;-0,103225805;-0,61935484;-0,010655567;0,39168397
23;68;13777;0;98,421875;-0,503937;-3,023622;-0,2019332;-1,2115992
22;61;13765;0;99,78125;-0,7356322;-5,1494255;-0,17044243;-1,5638094
20;55;13485;0;108,53125;-0,22857143;-0,6857143;0,0579498;0,51013845
17;49;13105;0;109,875;-2,2325583;-4,4651165;-1,4913391;-2,8125784
15;44;12553;0;119,671875;-0,20414673;-0,5103668;0,2070468;0,4036746
12;39;11849;0;121,09375;-2,1098902;-3,5164835;-1,3403031;-2,114192
10;35;11001;0;130,17188;-0,22030981;-0,44061962;0,20814654;0,3388215
7;32;10072;0;131,92188;-1,7142857;-1,7142857;-0,8537005;-0,72780925
5;30;8464;0;140,89062;-0,22299652;-0,22299652;0,16627616;0,16627616
3;29;6896;0;142,09375;-1,6623377;-0,83116883;-1,1963356;-0,5054939
1;29;5204;0;152,1875;-0,19814241;0;0,14505959;0,0823449
0;31;3588;0;153,5625;-0,72727275;1,4545455;-0,38482207;1,0578513
0;33;1356;0;155,34375;0;1,122807;0,4082935;-0,18623914
0;33;0;0;156,46875;0;0;0;-0,9980507
0;38;0;0;157,59375;0;4,4444447;0;3,9506176
0;42;0;16;170,89062;0;0,30082256;0;-0,31162375
1;48;0;16;172,09375;0,83116883;4,987013;0,6908416;3,8950152
3;55;0;36;173,59375;1,3333334;4,6666665;0,33477637;-0,21356423
5;64;0;96;177,6875;0,48854962;2,1984732;-0,2063594;-0,60291743
7;72;0;152;184,14062;0,30992737;1,2397095;-0,027679961;-0,14857355
9;80;0;228;187,65625;0,5688889;2,2755556;0,073660165;0,29464066
12;89;0;345;193,98438;0,47407407;1,4222223;-0,014983085;-0,13484775
14;98;0;405;197,95312;0,503937;2,2677166;0,0075245206;0,21303795
17;106;0;461;204,04688;0,4923077;1,3128206;-0,0019084001;-0,1567009
20;114;0;481;207,71875;0,81702125;2,1787233;0,088432625;0,23582034
24;121;0;501;213,89062;0,6481013;1,1341772;-0,027369313;-0,16924292
27;127;0;517;217,5625;0,81702125;1,6340425;0,04600374;0,13613352
31;133;0;557;223,78125;0,6432161;0,96482414;-0,027948571;-0,107613005
35;138;0;577;227,48438;1,0801687;1,350211;0,11799565;0,10407072
39;143;0;577;233,79688;0,63366336;0,7920792;-0,070733525;-0,08841692
43;147;0;557;237,5625;1,0622407;1,0622407;0,11381307;0,07174414
48;150;0;517;243,95312;0,7823961;0,46943766;-0,04378987;-0,09276136
53;153;0;481;247,73438;1,322314;0,7933884;0,14278822;0,08567293
60;156;0;405;254,0625;1,1061728;0,47407407;-0,034155652;-0,050459553
66;158;0;324;257,59375;1,699115;0,5663717;0,16791284;0,026137378
72;160;0;248;264,01562;0,93430656;0,31143552;-0,11909427;-0,039698087
76;163;0;192;267,85938;1,0406504;0,7804878;0,02766668;0,122029856
79;165;0;0;274,14062;0,47761193;0,31840795;-0,089637965;-0,07356495
79;167;12477;0;277,96875;0;0,52244896;-0,124763936;0,053300507
79;167;14905;0;286,29688;0;0;0;-0,062733084
79;167;14905;0;287,54688;0;0;0;0
79;167;14425;0;296,25;0;0;0;0
79;167;13625;0;298,21875;0;0;0;0
79;167;13433;0;307,375;0;0;0;0
83;162;13433;0;308,6875;3,047619;-3,8095238;2,3219955;-2,9024944
84;158;13481;0;317,875;0,108843535;-0,43537414;-0,31986672;0,3672544
86;154;13485;0;319,01562;1,7534246;-3,5068493;1,4418246;-2,6928
87;149;13549;0;327,98438;0,11149826;-0,5574913;-0,18307194;0,32884827
88;144;13665;0;329,65625;0,5981308;-2,9906542;0,29106995;-1,4553498
90;139;13793;0;339,1875;0,20983607;-0,52459013;-0,040739123;0,25873458
91;134;13793;0;340,6875;0,6666667;-3,3333333;0,30455375;-1,8724953
93;129;13205;0;350,26562;0,20880914;-0,52202284;-0,04780242;0,29351363
94;125;11669;0;351,64062;0,72727275;-2,909091;0,37706444;-1,7360497
95;121;9724;0;360,51562;0,112676054;-0,45070422;-0,06925034;0,27700135
96;118;6948;0;362,23438;0,58181816;-1,7454545;0,27295542;-0,7533093
97;116;2692;0;364,32812;0,47761193;-0,95522386;-0,049770143;0,3774236
97;116;0;0;365,51562;0;0;-0,4021995;0,804399
98;116;0;0;374,09375;0,11657559;0;0,013589868;0
98;116;0;20;375,625;0;0;-0,076131;0
98;116;0;60;377,625;0;0;0;0
98;118;0;80;384,23438;0;0,30260047;0;0,045783523
99;120;0;124;387,71875;0,28699553;0,57399106;0,08236643;0,07788788
99;124;0;164;394,04688;0;0,6320988;-0,04535238;0,009182457
100;128;0;184;397,85938;0,26229507;1,0491803;0,068798706;0,10939842
102;133;0;228;404,20312;0,31527093;0,7881773;0,008350875;-0,041143324
103;139;0;268;407,64062;0,29090908;1,7454545;-0,007087083;0,27848065
105;144;0;312;413,98438;0,31527093;0,7881773;0,0038402914;-0,15090084
107;151;0;353;417,71875;0,53556484;1,874477;0,058990836;0,29089195
109;158;0;417;424,0625;0,31527093;1,1034483;-0,03472613;-0,12154148
111;165;0;457;427,65625;0,5565217;1,947826;0,067130655;0,2349573
113;173;0;477;433,79688;0,32569975;1,302799;-0,037589327;-0,10504257
115;180;0;521;437,75;0,5059289;1,770751;0,04559156;0,11837521
117;187;0;541;443,79688;0,33074936;1,1576227;-0,028970255;-0,1013959
119;194;0;561;447,57812;0,5289256;1,8512397;0,052410245;0,1834359
121;200;0;581;453,98438;0,31219512;0,93658537;-0,033831097;-0,14277531
124;205;0;581;457,64062;0,82051283;1,3675214;0,13902706;0,11786285
126;208;0;581;463,78125;0,32569975;0,48854962;-0,08058025;-0,14314045
129;210;0;541;467,73438;0,75889325;0,5059289;0,10958254;0,004396333
132;209;0;477;473,84375;0,4910486;-0,16368286;-0,043841578;-0,10960397
136;210;0;373;477,65625;1,0491803;0,26229507;0,14639519;0,11173192
139;210;0;268;483,9375;0,47761193;0;-0,09099596;-0,041758418
141;210;0;184;487,5625;0,55172414;0;0,020444747;0
141;210;0;124;493,78125;0;0;-0,08871946;0
142;210;0;0;497,73438;0,25296444;0;0,063991;0
142;211;13789;0;504,0625;0;0,1580247;-0,039974626;0,024971804
142;211;15533;0;512,34375;0;0;0;-0,019082228
142;211;15533;0;514,4531;0;0;0;0
142;211;14461;0;523,2656;0;0;0;0
142;211;13353;0;524,53125;0;0;0;0
144;207;12945;0;533,4219;0,22495607;-0,44991213;0,025302615;-0,05060523
145;204;12861;0;534,7344;0,7619048;-2,2857144;0,40910375;-1,3987066
146;200;12861;0;543,34375;0,11615245;-0,4646098;-0,07500571;0,21152575
146;195;12913;0;544,8906;0;-3,2323232;-0,075088456;-1,7892288
147;190;13029;0;553,9375;0,110535406;-0,55267704;0,012218076;0,29619575
147;184;13129;0;555,40625;0;-4,0851064;-0,07525815;-2,4050581
147;177;13205;0;566,2031;0;-0,64833575;0;0,3183116
148;171;13461;0;568;0,5565217;-3,3391304;0,30971643;-1,4974858
148;164;13981;0;569,46875;0;-4,7659574;-0,3789084;-0,97145665
149;156;14377;0;578,125;0,115523465;-0,9241877;0,013345671;0,44381455
150;149;14769;0;579,8594;0,5765766;-4,036036;0,26583242;-1,7942189
150;141;15081;0;588,8125;0;-0,89354277;-0,06439948;0,35099402
151;132;15349;0;590,21875;0,7111111;-6,4;0,505679;-3,915703
152;123;15661;0;600,15625;0,10062893;-0,9056604;-0,06143217;0,5528895
153;115;15925;0;601,5781;0,7032967;-5,626374;0,4238543;-3,3200624
154;106;16177;0;610,2344;0,115523465;-1,0397112;-0,067901604;0,5298671
155;98;16345;0;611,5;0,79012346;-6,3209877;0,5330173;-4,1728606
155;90;16445;0;620,9375;0;-0,8476821;-0,08372169;0,5799529
156;82;16529;0;622,3906;0,68817204;-5,5053763;0,47358075;-3,205295
157;74;16593;0;623,9844;0,627451;-5,019608;-0,038099475;0,3047958
158;66;16593;0;634,2344;0,09756097;-0,7804878;-0,05169659;0,41357273
158;58;16605;0;635,9219;0;-4,740741;-0,05781391;-2,3468165
159;51;16617;0;645,9375;0,099843994;-0,698908;0,009968823;0,40355274
159;43;16617;0;647,5;0;-5,12;-0,06390016;-2,829499
160;37;16605;0;648,8281;0,7529412;-4,5176473;0,5669204;0,4535361
160;30;16517;0;658,0781;0;-0,7567568;-0,081399046;0,40658274
160;24;16381;0;660,0156;0;-3,096774;0;-1,2077509
161;19;16229;0;670,03125;0,099843994;-0,49921995;0,009968823;0,25935018
161;14;15977;0;672,2344;0;-2,2695036;-0,04531926;-0,803533
