x;y;pressure;z;time;velocityx;velocityy;accelx;accely
206;233;0;1023;80704,1721;0;0;0;0
206;233;0;1023;80706,2548;0;0;0;0
205;232;0;1023;80708,6943;0;0;0;0
205;232;0;1023;80714,6769;0;0;0;0
204;232;0;1023;80718,6796;0;0;0;0
203;232;0;1023;80724,8366;0;0;0;0
203;232;0;1023;80728,6683;0;0;0;0
203;231;0;1023;80734,8005;0;0;0;0
203;231;0;1023;80738,7645;0;0;0;0
202;231;0;990;80744,6652;0;0;0;0
202;231;0;990;80748,7712;0;0;0;0
200;231;0;990;80754,742;0;0;0;0
199;230;0;962;80758,7273;0;0;0;0
197;230;0;930;80764,7304;0;0;0;0
195;230;0;902;80768,6871;0;0;0;0
193;230;0;902;80774,7944;0;0;0;0
192;230;0;870;80779,1373;0;0;0;0
190;230;0;842;80784,7552;0;0;0;0
189;230;0;842;80788,6784;0;0;0;0
188;230;0;810;80794,6636;0;0;0;0
187;230;0;810;80798,7833;0;0;0;0
187;230;0;810;80804,8136;0;0;0;0
187;231;0;782;80808,859;0;0;0;0
187;232;0;782;80814,9301;0;0;0;0
187;233;0;782;80818,8744;0;0;0;0
187;234;0;750;80824,7746;0;0;0;0
186;236;0;750;80828,8148;0;0;0;0
186;237;0;750;80834,729;0;0;0;0
185;239;0;750;80838,7431;0;0;0;0
185;239;0;750;80844,9242;0;0;0;0
184;240;0;750;80848,6918;0;0;0;0
184;241;0;750;80854,9517;0;0;0;0
184;241;0;750;80858,7108;0;0;0;0
183;241;0;750;80864,7208;0;0;0;0
183;241;0;750;80868,8757;0;0;0;0
183;241;0;750;80874,7426;0;0;0;0
182;242;0;750;80878,8548;0;0;0;0
182;243;0;782;80884,7612;0;0;0;0
182;244;0;782;80888,6765;0;0;0;0
182;245;0;782;80894,7005;0;0;0;0
182;247;0;782;80898,7326;0;0;0;0
181;248;0;782;80904,7578;0;0;0;0
181;248;0;782;80908,8083;0;0;0;0
181;249;0;782;80914,708;0;0;0;0
180;249;0;782;80918,8187;0;0;0;0
180;249;0;782;80924,6922;0;0;0;0
180;249;0;782;80928,7625;0;0;0;0
179;249;0;782;80934,7895;0;0;0;0
179;249;0;782;80938,6848;0;0;0;0
178;250;0;782;80944,7167;0;0;0;0
178;250;0;782;80948,6767;0;0;0;0
177;250;0;810;80954,6726;0;0;0;0
177;251;0;810;80958,7541;0;0;0;0
176;251;0;810;80964,9123;0;0;0;0
175;251;0;810;80968,7181;0;0;0;0
174;251;0;782;80974,9046;0;0;0;0
173;251;0;782;80978,746;0;0;0;0
171;251;0;782;80984,8259;0;0;0;0
170;251;0;750;80988,8195;0;0;0;0
169;251;0;750;80995,2375;0;0;0;0
168;251;0;750;80998,8831;0;0;0;0
167;250;0;722;81004,7221;0;0;0;0
166;250;0;722;81008,6199;0;0;0;0
166;250;0;690;81014,5909;0;0;0;0
166;250;0;690;81018,559;0;0;0;0
166;249;0;661;81024,5198;0;0;0;0
166;249;0;629;81028,3609;0;0;0;0
166;249;0;601;81034,4438;0;0;0;0
165;249;0;569;81038,3997;0;0;0;0
165;249;0;541;81044,4499;0;0;0;0
165;249;0;509;81048,8121;0;0;0;0
164;249;0;449;81054,7275;0;0;0;0
164;250;0;389;81058,7558;0;0;0;0
164;251;0;361;81064,936;0;0;0;0
164;251;0;268;81068,6961;0;0;0;0
164;252;0;208;81074,8283;0;0;0;0
165;253;0;120;81078,7021;0;0;0;0
165;254;0;60;81084,9006;0;0;0;0
165;255;0;0;81088,6909;0;0;0;0
166;257;0;0;81094,6901;0;0;0;0
166;258;0;0;81098,6477;0;0;0;0
167;259;0;0;81104,5735;0;0;0;0
167;262;0;0;81108,7672;0;0;0;0
167;264;0;0;81114,5492;0;0;0;0
165;266;5472;0;81118,9013;0;0;0;0
165;266;14425;0;81129,6365;0;0;0;0
162;269;15901;0;81131,3446;0;0;0;0
160;271;16393;0;81143,2244;0;0;0;0
158;271;16817;0;81145,0792;0;0;0;0
156;271;17253;0;81146,753;0;0;0;0
154;271;17625;0;81157,8411;0;0;0;0
151;270;17921;0;81159,6564;0;0;0;0
148;267;18033;0;81161,4899;0;0;0;0
143;262;18181;0;81173,5204;0;0;0;0
139;256;18317;0;81175,3287;0;0;0;0
133;247;18321;0;81176,9786;0;0;0;0
127;236;18329;0;81178,7439;0;0;0;0
121;223;18601;0;81189,6288;0;0;0;0
115;209;18825;0;81191,319;0;0;0;0
109;193;19093;0;81203,1839;0;0;0;0
103;177;19841;0;81204,9395;0;0;0;0
97;161;20781;0;81206,4646;0;0;0;0
93;145;21513;0;81219,2424;0;0;0;0
89;131;22170;0;81220,8431;0;0;0;0
87;119;22582;0;81222,2943;0;0;0;0
87;110;22958;0;81234,0407;0;0;0;0
87;104;23270;0;81235,655;0;0;0;0
90;101;23470;0;81237,5587;0;0;0;0
95;100;23470;0;81239,4251;0;0;0;0
103;103;23322;0;81252,349;0;0;0;0
115;110;23322;0;81254,0299;0;0;0;0
129;122;23530;0;81255,4499;0;0;0;0
145;140;23938;0;81267,0822;0;0;0;0
164;164;24254;0;81268,8466;0;0;0;0
186;191;24506;0;81270,328;0;0;0;0
