x;y;pressure;z;time;velocityx;velocityy;accelx;accely
143;37;144;0;0;0;0;0;0
139;39;8396;0;8,390625;-0,47672254;0,23836127;-0,056816094;0,028408047
136;39;10144;0;18,09375;-0,30917874;0;0,017266994;-0,024565412
134;40;10816;0;20,171875;-0,96240604;0,48120302;-0,31433496;0,23155634
134;40;11137;0;21,40625;0;0;0,7796707;-0,38983536
134;40;11137;0;30,109375;0;0;0;0
134;39;10080;0;31,625;0;-0,6597938;0;-0,43532786
135;38;8512;0;40,875;0,10810811;-0,10810811;0,0116873635;0,059641697
138;35;7968;0;42,140625;2,3703704;-2,3703704;1,7874665;-1,7874665
141;32;7580;0;51,703125;0,3137255;-0,3137255;-0,21507397;0,21507397
144;27;7164;0;55,203125;0,85714287;-1,4285715;0,1552621;-0,31852743
148;22;6524;0;56,78125;2,5346534;-3,1683168;1,062977;-1,1024129
153;17;5772;0;65,609375;0,5663717;-0,5663717;-0,22295581;0,2947336
157;12;4496;0;67,328125;2,3272727;-2,909091;1,0245242;-1,3630368
161;8;2384;0;76,203125;0,45070422;-0,45070422;-0,21144433;0,27700135
161;8;0;0;77,5;0;0;-0,34753096;0,34753096
166;2;0;0;78,75;4;-4,8;3,2;-3,8400002
167;1;0;100;80,078125;0,7529412;-0,7529412;-2,4448442;3,0471973
168;1;0;260;89,78125;0,10305958;0;-0,066976525;0,077597804
168;1;0;461;91,546875;0;0;-0,058370028;0
168;0;0;641;96,1875;0;-0,21548821;0;-0,04643517
167;2;0;822;100,125;-0,25396827;0,50793654;-0,06449988;0,18372692
167;6;0;922;106,34375;0;0,6432161;0,040839117;0,021753494
167;11;0;982;110,09375;0;1,3333334;0;0,18403128
167;11;0;982;116,390625;0;0;0;-0,21174525
42;169;0;1023;1193,75;-0,11602442;0,14665487;-0,00010769333;0,00013612438
42;169;0;1023;1200,0312;0;0;0,01847155;-0,023348039
43;168;0;1023;1203,9688;0,25396827;-0,25396827;0,06449988;-0,06449988
43;168;0;1023;1210,3281;0;0;-0,039936043;0,039936043
43;167;0;1023;1214,0156;0;-0,27118644;0;-0,07354209
44;167;0;1023;1219,8906;0,17021276;0;0,028972385;0,046159394
44;167;0;1023;1223,9219;0;0;-0,04222332;0
45;167;0;1023;1230,4688;0,15274464;0;0,023330923;0
45;167;0;1023;1233,9531;0;0;-0,043837026;0
45;167;0;1023;1240,2969;0;0;0;0
46;167;0;1023;1243,9844;0,27118644;0;0,07354209;0
46;167;0;1023;1250,125;0;0;-0,044162676;0
47;168;0;1023;1254,0469;0,2549801;0,2549801;0,06501485;0,06501485
47;168;0;1023;1260,2188;0;0;-0,04131323;-0,04131323
