x;y;pressure;z;time;velocityx;velocityy;accelx;accely
267;400;0;1023;147629,4967;0;0;0;0
267;400;0;1023;147635,3998;0;0;0;0
267;400;0;1023;147639,4134;0;0;0;0
268;400;0;1023;147645,7858;0;0;0;0
268;400;0;1023;147649,3818;0;0;0;0
268;400;0;1023;147655,7368;0;0;0;0
269;400;0;1023;147659,2018;0;0;0;0
269;400;0;1023;147665,5456;0;0;0;0
270;400;0;1023;147669,3505;0;0;0;0
270;400;0;1023;147675,5304;0;0;0;0
271;400;0;1023;147679,2012;0;0;0;0
271;399;0;1023;147685,5775;0;0;0;0
272;399;0;1023;147689,1558;0;0;0;0
272;399;0;1023;147695,5353;0;0;0;0
273;399;0;1023;147699,2643;0;0;0;0
274;398;0;1023;147708,338;0;0;0;0
276;397;0;1023;147709,5258;0;0;0;0
278;396;0;1023;147715,2036;0;0;0;0
281;394;0;1023;147719,3432;0;0;0;0
284;392;0;994;147725,487;0;0;0;0
287;390;0;994;147729,3206;0;0;0;0
292;387;0;970;147735,6785;0;0;0;0
297;385;0;946;147739,2367;0;0;0;0
304;385;0;922;147745,64;0;0;0;0
308;386;0;898;147749,3555;0;0;0;0
312;384;0;874;147753,5016;0;0;0;0
314;385;0;874;147759,4312;0;0;0;0
316;385;0;850;147763,4146;0;0;0;0
317;385;0;850;147769,4754;0;0;0;0
318;384;0;850;147773,3938;0;0;0;0
319;384;0;850;147779,5115;0;0;0;0
320;384;0;850;147783,3947;0;0;0;0
321;384;0;826;147789,3796;0;0;0;0
323;383;0;826;147793,6417;0;0;0;0
323;383;0;826;147799,4926;0;0;0;0
323;383;0;802;147805,5364;0;0;0;0
323;382;0;802;147809,2497;0;0;0;0
323;381;0;778;147815,4383;0;0;0;0
323;379;0;778;147819,4885;0;0;0;0
323;377;0;754;147825,7035;0;0;0;0
323;374;0;754;147829,3965;0;0;0;0
323;370;0;730;147835,4651;0;0;0;0
322;366;0;706;147839,3273;0;0;0;0
320;363;0;682;147845,5531;0;0;0;0
317;360;0;653;147849,4721;0;0;0;0
313;356;0;629;147855,4926;0;0;0;0
311;354;0;605;147859,3059;0;0;0;0
309;351;0;605;147865,6328;0;0;0;0
306;349;0;581;147869,2136;0;0;0;0
304;346;0;581;147875,4699;0;0;0;0
302;344;0;557;147879,1987;0;0;0;0
299;343;0;557;147885,589;0;0;0;0
296;341;0;557;147889,276;0;0;0;0
293;339;0;557;147895,4606;0;0;0;0
290;337;0;557;147899,1702;0;0;0;0
287;335;0;557;147903,1925;0;0;0;0
284;333;0;533;147909,4693;0;0;0;0
281;331;0;485;147913,378;0;0;0;0
278;329;0;437;147919,4881;0;0;0;0
276;327;0;389;147923,0995;0;0;0;0
274;326;0;312;147929,3858;0;0;0;0
272;324;0;264;147933,2963;0;0;0;0
270;323;0;216;147939,5024;0;0;0;0
269;323;0;168;147943,5156;0;0;0;0
268;322;0;96;147949,5231;0;0;0;0
267;321;0;24;147953,4315;0;0;0;0
265;320;0;0;147957,2145;0;0;0;0
264;319;0;0;147963,5255;0;0;0;0
263;319;0;0;147967,2165;0;0;0;0
262;319;0;0;147973,5778;0;0;0;0
260;320;0;0;147977,2825;0;0;0;0
258;320;9804;0;147983,5765;0;0;0;0
258;320;14673;0;147992,1604;0;0;0;0
258;320;15357;0;147993,404;0;0;0;0
258;320;15357;0;148002,1605;0;0;0;0
258;320;14825;0;148003,5787;0;0;0;0
255;321;14585;0;148013,1643;0;0;0;0
255;321;14585;0;148014,7311;0;0;0;0
255;322;14917;0;148023,776;0;0;0;0
255;322;15533;0;148025,1076;0;0;0;0
255;323;15985;0;148033,6141;0;0;0;0
255;324;16161;0;148035,3108;0;0;0;0
255;326;16161;0;148044,3806;0;0;0;0
256;329;16121;0;148045,7283;0;0;0;0
258;332;16121;0;148054,7904;0;0;0;0
260;336;16301;0;148056,5147;0;0;0;0
262;340;16601;0;148057,7186;0;0;0;0
265;344;16825;0;148066,13;0;0;0;0
268;348;17025;0;148068,4747;0;0;0;0
272;352;17273;0;148077,6369;0;0;0;0
276;357;17461;0;148079,0107;0;0;0;0
280;361;17609;0;148087,8112;0;0;0;0
285;365;17721;0;148089,0976;0;0;0;0
290;369;17729;0;148097,5079;0;0;0;0
295;372;17729;0;148098,8352;0;0;0;0
300;375;17665;0;148108,3841;0;0;0;0
305;377;17569;0;148109,8625;0;0;0;0
311;378;17481;0;148120,7368;0;0;0;0
316;380;17369;0;148122,4135;0;0;0;0
322;380;17269;0;148123,8848;0;0;0;0
329;380;17233;0;148132,4946;0;0;0;0
335;380;17221;0;148134,7622;0;0;0;0
341;379;17145;0;148143,9643;0;0;0;0
348;377;17145;0;148145,2266;0;0;0;0
354;375;17197;0;148154,6472;0;0;0;0
360;371;17541;0;148155,8776;0;0;0;0
365;367;17613;0;148157,0136;0;0;0;0
370;363;17613;0;148166,1529;0;0;0;0
374;357;17513;0;148168,5113;0;0;0;0
377;352;17441;0;148177,6;0;0;0;0
380;346;17301;0;148179,1908;0;0;0;0
381;340;16729;0;148188,3864;0;0;0;0
382;333;16729;0;148189,5327;0;0;0;0
382;326;16705;0;148198,0719;0;0;0;0
381;319;16705;0;148199,8335;0;0;0;0
380;312;16617;0;148209,4639;0;0;0;0
378;306;16605;0;148210,9363;0;0;0;0
375;300;16605;0;148220,3485;0;0;0;0
372;295;16693;0;148221,9651;0;0;0;0
369;290;16841;0;148223,1479;0;0;0;0
365;285;17081;0;148231,812;0;0;0;0
361;281;17289;0;148241,7007;0;0;0;0
356;276;17489;0;148243,3619;0;0;0;0
351;273;17589;0;148244,5528;0;0;0;0
346;269;17701;0;148254,4284;0;0;0;0
