x;y;pressure;z;time;velocityx;velocityy;accelx;accely
94;411;6260;0;0;0;0;0;0
94;411;10452;0;6;0;0;0;0
94;411;10700;0;11,25;0;0;0;0
94;411;10816;0;16,375;0;0;0;0
94;411;11769;0;21,75;0;0;0;0
94;411;12665;0;27;0;0;0;0
94;411;13317;0;32;0;0;0;0
94;411;13941;0;37,5;0;0;0;0
94;411;14573;0;42,875;0;0;0;0
91;412;15077;0;43,625;-4;1,3333334;-5,3333335;1,7777778
90;412;15557;0;49,625;-0,16666667;0;0,6388889;-0,22222222
90;412;15873;0;55,125;0;0;0,030303031;0
89;412;16225;0;60,375;-0,1904762;0;-0,03628118;0
89;412;16537;0;65,5;0;0;0,037166085;0
89;412;16813;0;71,625;0;0;0;0
88;412;17037;0;77;-0,18604651;0;-0,034613304;0
88;412;17237;0;81,875;0;0;0,038163386;0
87;412;17397;0;87,625;-0,17391305;0;-0,030245747;0
87;412;17461;0;92,625;0;0;0,03478261;0
86;412;17465;0;97,625;-0,2;0;-0,04;0
85;411;17465;0;103,25;-0,17777778;-0,17777778;0,0039506173;-0,03160494
83;409;17389;0;108,5;-0,3809524;-0,3809524;-0,038699925;-0,038699925
80;407;17265;0;113,75;-0,5714286;-0,3809524;-0,036281183;0
78;404;17165;0;119,25;-0,36363637;-0,54545456;0,037780404;-0,029909486
75;400;17157;0;120,125;-3,4285715;-4,571429;-3,502783;-4,6011133
72;395;17157;0;125,375;-0,5714286;-0,95238096;0,5442177;0,68934244
68;390;17157;0;130,5;-0,7804878;-0,9756098;-0,040792033;-0,0045324536
64;384;17269;0;135,75;-0,7619048;-1,1428572;0,003539619;-0,03185665
59;377;17277;0;141,125;-0,9302326;-1,3023256;-0,031316802;-0,029668542
54;369;17413;0;146,125;-1;-1,6;-0,013953483;-0,059534885
49;361;17637;0;151,625;-0,90909094;-1,4545455;0,016528921;0,026446277
44;353;17873;0;157;-0,9302326;-1,4883721;-0,00393333;-0,006293319
38;344;18181;0;162;-1,2;-1,8;-0,05395349;-0,062325574
32;335;18505;0;167,375;-1,1162791;-1,6744186;0,015575985;0,023363978
27;325;18945;0;172,75;-0,9302326;-1,8604652;0,03461331;-0,034613322
