x;y;pressure;z;time;velocityx;velocityy;accelx;accely
65;411;1172;0;0;0;0;0;0
65;411;2372;0;5,875;0;0;0;0
65;411;2988;0;10,75;0;0;0;0
65;411;3520;0;16,375;0;0;0;0
65;411;4080;0;21,875;0;0;0;0
65;411;4644;0;27;0;0;0;0
66;412;4656;0;32,625;0,17777778;0,17777778;0,03160494;0,03160494
66;412;5932;0;38;0;0;-0,033074938;-0,033074938
66;412;7440;0;43;0;0;0;0
66;412;8308;0;48,75;0;0;0;0
66;412;8700;0;54,25;0;0;0;0
66;412;8984;0;59,25;0;0;0;0
66;412;9308;0;60,125;0;0;0;0
66;412;9708;0;65,75;0;0;0;0
66;412;10160;0;71,25;0;0;0;0
66;412;10612;0;76,5;0;0;0;0
66;412;10973;0;82,125;0;0;0;0
66;412;11233;0;87,625;0;0;0;0
66;412;11401;0;93,25;0;0;0;0
66;412;11529;0;99;0;0;0;0
66;412;11669;0;99,75;0;0;0;0
66;412;11809;0;105;0;0;0;0
66;412;12005;0;110,125;0;0;0;0
66;412;12197;0;115,625;0;0;0;0
66;412;12349;0;121;0;0;0;0
65;412;12569;0;126,125;-0,19512194;0;-0,038072575;0
65;411;12949;0;131,375;0;-0,1904762;0,037166085;-0,03628118
65;411;13141;0;136,75;0;0;0;0,03543743
64;410;13141;0;142;-0,1904762;-0,1904762;-0,03628118;-0,03628118
63;410;12989;0;147,25;-0,1904762;0;0;0,03628118
62;408;12989;0;153,5;-0,16;-0,32;0,0048761917;-0,0512
61;406;13041;0;158,625;-0,19512194;-0,3902439;-0,006853063;-0,013706126
59;404;13217;0;163,75;-0,3902439;-0,3902439;-0,038072575;0
58;402;13449;0;168,75;-0,2;-0,4;0,038048778;-0,0019512236
57;400;13677;0;169,75;-1;-2;-0,8;-1,6
55;397;13957;0;175,625;-0,34042552;-0,5106383;0,112268;0,2535084
53;394;14237;0;180,875;-0,3809524;-0,5714286;-0,007719403;-0,011579105
51;391;14513;0;186,875;-0,33333334;-0,5;0,007936507;0,011904766
48;387;14817;0;192,25;-0,55813956;-0,74418604;-0,04182441;-0,04542996
46;383;15021;0;197,375;-0,3902439;-0,7804878;0,032760132;-0,0070832646
43;378;15245;0;203,5;-0,48979592;-0,81632656;-0,016253393;-0,0058512297
40;373;15497;0;208,5;-0,6;-1;-0,02204082;-0,03673469
37;367;15701;0;213,875;-0,55813956;-1,1162791;0,0077879927;-0,021633325
34;362;15937;0;219,25;-0,55813956;-0,9302326;0;0,03461331
31;355;16077;0;220,125;-3,4285715;-8;-3,2804935;-8,079734
28;349;16241;0;225,625;-0,54545456;-1,0909091;0,52420306;1,2561984
25;341;16445;0;230,75;-0,58536583;-1,5609756;-0,007787565;-0,091720276
22;333;16581;0;236,5;-0,5217391;-1,3913044;0,011065514;0,02950803
19;324;16853;0;241,75;-0,5714286;-1,7142857;-0,009464662;-0,06152026
16;314;17065;0;246,75;-0,6;-2;-0,005714285;-0,057142854
13;305;17365;0;252,25;-0,54545456;-1,6363636;0,009917357;0,06611571
10;295;17673;0;257,5;-0,5714286;-1,9047619;-0,004947435;-0,05112348
7;285;17961;0;262,75;-0,5714286;-1,9047619;0;0
5;274;18257;0;268;-0,3809524;-2,0952382;0,036281183;-0,0362812
3;264;18381;0;273,625;-0,35555556;-1,7777778;0,004514991;0,056437407
2;255;18477;0;278,625;-0,2;-1,8;0,031111112;-0,0044444324
1;246;18489;0;283,75;-0,19512194;-1,7560976;0,0009518164;0,008566322
0;238;18489;0;289,75;-0,16666667;-1,3333334;0,0047425455;0,0704607
0;231;18489;0;290,5;0;-9,333333;0,22222222;-10,666666
0;225;18489;0;295,75;0;-1,1428572;0;1,5600905
0;220;18553;0;301;0;-0,95238096;0;0,036281187
1;215;18565;0;306,625;0,17777778;-0,8888889;0,03160494;0,011287477
2;211;18565;0;311,75;0,19512194;-0,7804878;0,0033842267;0,021151438
4;207;18561;0;316,875;0,3902439;-0,7804878;0,038072575;0
6;204;18549;0;322,5;0,35555556;-0,53333336;-0,006166813;0,043938562
8;202;18537;0;327,75;0,3809524;-0,3809524;0,00483749;0,029024947
10;200;18461;0;332,875;0,3902439;-0,3902439;0,0018129756;-0,0018129756
12;198;18405;0;338,375;0,36363637;-0,36363637;-0,0048377295;0,0048377295
15;197;18401;0;343,625;0,5714286;-0,1904762;0,03957947;0,032982893
18;197;18357;0;348,875;0,5714286;0;0;0,03628118
21;197;18345;0;351;1,4117647;0;0,3954523;0
25;197;18285;0;356,5;0,72727275;0;-0,12445309;0
28;198;18285;0;361,75;0,5714286;0,1904762;-0,0296846;0,03628118
32;200;18285;0;367,125;0,74418604;0,37209302;0,03214092;0,033789176
36;203;18373;0;372,75;0,7111111;0,53333336;-0,005879985;0,028664948
41;207;18381;0;378,125;0,9302326;0,74418604;0,040766783;0,039228406
45;211;18453;0;383,375;0,7619048;0,7619048;-0,03206244;0,0033749966
